Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-21 00:00:00-04:00,91.74238301484128,92.69764077595327,91.55322634857907,92.30986022949219,19422500,0.0,0.0
2018-05-22 00:00:00-04:00,92.38552250543144,92.84896137244068,91.93153642029502,92.21527862548828,15441200,0.0,0.0
2018-05-23 00:00:00-04:00,91.46811348283232,93.37862927001454,91.0992528813609,93.31242370605469,21251200,0.0,0.0
2018-05-24 00:00:00-04:00,93.37860187223211,93.57721850583651,91.56266496410313,92.98136138916016,26649300,0.0,0.0
2018-05-25 00:00:00-04:00,92.97193333102743,93.61507617004233,92.55577995993981,93.02867889404297,18363900,0.0,0.0
2018-05-29 00:00:00-04:00,92.53683313151028,93.52046349515433,91.95990323777568,92.69762420654297,28671000,0.0,0.0
2018-05-30 00:00:00-04:00,92.98137519337648,93.87042739414571,92.60306186321993,93.58668518066406,22158500,0.0,0.0
2018-05-31 00:00:00-04:00,93.90826409484518,94.57031966615128,93.26512130449159,93.48265075683594,34140900,0.0,0.0
2018-06-01 00:00:00-04:00,93.89880105551084,95.39316325762324,93.79476272397996,95.32695770263672,28655600,0.0,0.0
2018-06-04 00:00:00-04:00,95.77149785155255,96.33897515120651,95.38371724700536,96.15927124023438,27281600,0.0,0.0
2018-06-05 00:00:00-04:00,96.47138099876902,96.78349602204322,96.02685485335395,96.65108489990234,23514400,0.0,0.0
2018-06-06 00:00:00-04:00,96.92535404190167,97.03884515075917,96.37678962954382,96.93480682373047,21122900,0.0,0.0
2018-06-07 00:00:00-04:00,97.08614499362307,97.1239777712854,94.93917996043966,95.41207885742188,28232200,0.0,0.0
2018-06-08 00:00:00-04:00,95.61068257909734,96.42406914901389,95.09049819238744,96.12141418457031,22165100,0.0,0.0
2018-06-11 00:00:00-04:00,95.53503557014665,96.08359279729483,95.21346057339761,95.57286834716797,23490900,0.0,0.0
2018-06-12 00:00:00-04:00,95.62015469320704,95.95118247503645,95.28912691137762,95.81877136230469,18325200,0.0,0.0
2018-06-13 00:00:00-04:00,96.20656719994221,96.4808494672732,95.10943813061822,95.38372039794922,29492900,0.0,0.0
2018-06-14 00:00:00-04:00,96.14034244296207,96.4997429891754,95.52557246412898,95.92280578613281,25691800,0.0,0.0
2018-06-15 00:00:00-04:00,96.00792607988637,96.02683885881419,94.64597508944262,94.70272064208984,65738600,0.0,0.0
2018-06-18 00:00:00-04:00,94.58925404099136,95.62963033227084,94.03122950389849,95.39318084716797,23586000,0.0,0.0
2018-06-19 00:00:00-04:00,94.248766205174,95.52559198155633,94.10689507093916,95.39318084716797,28653100,0.0,0.0
2018-06-20 00:00:00-04:00,95.8755279073863,96.96318963105563,95.63907845165562,96.34842681884766,26180800,0.0,0.0
2018-06-21 00:00:00-04:00,96.54702634788212,96.90642685904773,95.4120648324384,95.65797424316406,23198200,0.0,0.0
2018-06-22 00:00:00-04:00,94.96755981445312,95.30804038117897,94.229831474931,94.96755981445312,38923100,0.0,0.0
2018-06-25 00:00:00-04:00,94.5797800184768,94.68381835376628,92.02612884432375,93.05704498291016,35433300,0.0,0.0
2018-06-26 00:00:00-04:00,93.4637234641466,94.65543052333055,93.39751791729546,93.70963287353516,26897200,0.0,0.0
2018-06-27 00:00:00-04:00,94.18251768927915,94.59866368650248,92.12067883077833,92.25308990478516,31298400,0.0,0.0
2018-06-28 00:00:00-04:00,92.1018025404455,93.73803618255533,91.98831140365424,93.28404998779297,26650700,0.0,0.0
2018-06-29 00:00:00-04:00,93.56776115845206,94.49464602404571,93.00028401553466,93.26510620117188,28053200,0.0,0.0
2018-07-02 00:00:00-04:00,92.78276374655762,94.63652658882789,92.68818540870127,94.58924102783203,19564500,0.0,0.0
2018-07-03 00:00:00-04:00,95.03376554857932,95.1756294450362,93.57723607941779,93.6812744140625,14670300,0.0,0.0
2018-07-05 00:00:00-04:00,94.10688138333707,94.50411472872557,93.66235526146036,94.35279083251953,18977400,0.0,0.0
2018-07-06 00:00:00-04:00,94.47573560120378,95.93226498562633,94.26765894401997,95.6769027709961,19234600,0.0,0.0
2018-07-09 00:00:00-04:00,96.14034924394095,96.70782648921326,95.76202867513783,96.32950592041016,18212000,0.0,0.0
2018-07-10 00:00:00-04:00,96.4713558155417,96.95371461506106,96.33894472796588,96.58485412597656,19293100,0.0,0.0
2018-07-11 00:00:00-04:00,95.66744734969762,96.79294180651598,95.6201545741247,96.45246124267578,19644600,0.0,0.0
2018-07-12 00:00:00-04:00,97.19963289653846,98.75074786594308,97.16180733599148,98.54267120361328,24335900,0.0,0.0
2018-07-13 00:00:00-04:00,98.71288816743038,99.87621505737776,98.44805880477882,99.7154312133789,24635200,0.0,0.0
2018-07-16 00:00:00-04:00,99.68709462577725,100.08432799014324,98.85478790135527,99.2236557006836,21786900,0.0,0.0
2018-07-17 00:00:00-04:00,98.93991731785353,100.7274747430669,98.66563506532539,100.20728302001953,25901700,0.0,0.0
2018-07-18 00:00:00-04:00,100.19781029234632,100.3018486162471,99.04393594789316,99.42225646972656,29493900,0.0,0.0
2018-07-19 00:00:00-04:00,99.24256655602719,99.60196713359089,98.25893594726543,98.74129486083984,40171600,0.0,0.0
2018-07-20 00:00:00-04:00,102.22184023144096,102.33533136291658,100.33024440428268,100.50994110107422,56004000,0.0,0.0
2018-07-23 00:00:00-04:00,100.53831713005876,102.27858175871472,100.37752600704141,102.1177978515625,29707000,0.0,0.0
2018-07-24 00:00:00-04:00,102.68525712511558,102.9217065527055,101.44626443362085,101.8245849609375,26316600,0.0,0.0
2018-07-25 00:00:00-04:00,102.1083269523015,105.12542416449105,101.76783917593495,104.82276916503906,30702100,0.0,0.0
2018-07-26 00:00:00-04:00,104.73763351457937,104.983542932882,103.56484640676197,103.6783447265625,31372100,0.0,0.0
2018-07-27 00:00:00-04:00,104.20800813030313,104.20800813030313,100.38698392368104,101.84351348876953,37005300,0.0,0.0
2018-07-30 00:00:00-04:00,101.38006595880306,101.70163373915594,99.0817770735752,99.6587142944336,34668300,0.0,0.0
2018-07-31 00:00:00-04:00,100.71799639340932,100.93553304228544,99.66816035516383,100.3302230834961,27655200,0.0,0.0
2018-08-01 00:00:00-04:00,100.28292162504819,100.680154898121,99.70598449307246,100.51937103271484,23628700,0.0,0.0
2018-08-02 00:00:00-04:00,99.68707694240443,102.23126779551215,99.15742533467247,101.73945617675781,26104300,0.0,0.0
2018-08-03 00:00:00-04:00,101.95699342495008,102.19344284642179,101.03010851780093,102.1839828491211,18659600,0.0,0.0
2018-08-06 00:00:00-04:00,102.25965885089732,102.54339385615442,101.73000718586141,102.26911163330078,20265900,0.0,0.0
2018-08-07 00:00:00-04:00,102.67579960386391,103.18653124567942,102.30693906519672,102.97845458984375,16080200,0.0,0.0
2018-08-08 00:00:00-04:00,103.40407314096271,103.80130647722298,102.8649686943625,103.5553970336914,15487500,0.0,0.0
2018-08-09 00:00:00-04:00,103.76347211983384,104.18908544437186,103.65943378822661,103.72563934326172,13677200,0.0,0.0
